Ingredients;Foodgroup;unit_enhet;g;reference;ID;language
Bønner, hvite, tørre;Belgfrukter;dl;80;ag;69;norwegian
Beans, white, dry;Legumes;dl;80;ag;69;english
Bønner, mung, tørre;Belgfrukter;dl;80;ag;70;norwegian
Beans, mung, dry;Legumes;dl;80;ag;70;english
Bønner, røde kidney, hermetisk;Belgfrukter;dl;90;a;71;norwegian
Beans, red kidney, canned;Legumes;dl;90;a;71;english
Bønner, røde kidney, hermetisk;Belgfrukter;spiseskje;18;a;71;norwegian
Beans, red kidney, canned;Legumes;tablespoon;18;a;71;english
Bønner, røde kidney, tørre;Belgfrukter;dl;80;ag;72;norwegian
Beans, red kidney, dry;Legumes;dl;80;ag;72;english
Bønner, soya, tørre;Belgfrukter;dl;80;ag;73;norwegian
Beans, soya, dry;Legumes;dl;80;ag;73;english
Bønner, svarte, hermetisk;Belgfrukter;dl;90;a;74;norwegian
Beans, black, canned;Legumes;dl;90;a;74;english
Bønner, svarte, hermetisk;Belgfrukter;spiseskje;15;a;74;norwegian
Beans, black, canned;Legumes;tablespoon;15;a;74;english
Erter, frosne;Belgfrukter;dl;60;a;118;norwegian
Peas, frozen;Legumes;dl;60;a;118;english
Erter, hermetisk;Belgfrukter;dl;70;ag;119;norwegian
Peas, canned;Legumes;dl;70;ag;119;english
Erter, hermetisk;Belgfrukter;spiseskje;19;f;119;norwegian
Peas, canned;Legumes;tablespoon;19;f;119;english
Erter, tørre;Belgfrukter;dl;80;ag;120;norwegian
Peas, dry;Legumes;dl;80;ag;120;english
Kikerter, hermetisk;Belgfrukter;dl;75;a;271;norwegian
Chick peas, canned;Legumes;dl;75;a;271;english
Kikerter, hermetisk;Belgfrukter;spiseskje;19;a;271;norwegian
Chick peas, canned;Legumes;tablespoon;19;a;271;english
Kikerter, tørre;Belgfrukter;dl;80;ag;272;norwegian
Chick peas, dry;Legumes;dl;80;ag;272;english
Linser, hermetisk;Belgfrukter;dl;100;a;350;norwegian
Lentils, canned;Legumes;dl;100;a;350;english
Linser, hermetisk;Belgfrukter;spiseskje;18;a;350;norwegian
Lentils, canned;Legumes;tablespoon;18;a;350;english
Linser, kokt;Belgfrukter;porsjon;215;d;351;norwegian
Lentils, cooked;Legumes;portion;215;d;351;english
Linser, tørre;Belgfrukter;dl;85;a;352;norwegian
Lentils, dry;Legumes;dl;85;a;352;english
Linser, tørre;Belgfrukter;porsjon;85;ah;352;norwegian
Lentils, dry;Legumes;portion;85;ah;352;english
Sukkererter, sugar snaps;Belgfrukter;stk;3,5;a;615;norwegian
Sugar snap peas;Legumes;one;3,5;a;615;english
Ananas;Frukt;brutto;1300;am;4;norwegian
Pineapple;fruit;brutto;1300;am;4;english
Ananas;Frukt;netto;665;b;4;norwegian
Pineapple;fruit;netto;665;b;4;english
Ananas;Frukt;desiliter;65;ag;4;norwegian
Pineapple;fruit;decilitre;65;ag;4;english
Appelsin;Frukt;brutto;150;NA;10;norwegian
Appelsin;Frukt;brutto;250;NA;10;norwegian
Appelsin;Frukt;brutto;350;a;10;norwegian
Orange;fruit;brutto;150;NA;10;english
Orange;fruit;brutto;250;NA;10;english
Orange;fruit;brutto;350;a;10;english
Appelsin;Frukt;netto;115;NA;10;norwegian
Appelsin;Frukt;netto;195;NA;10;norwegian
Appelsin;Frukt;netto;275;b;10;norwegian
Orange;fruit;netto;115;NA;10;english
Orange;fruit;netto;195;NA;10;english
Orange;fruit;netto;275;b;10;english
Appelsin;Frukt;desiliter;70;a;10;norwegian
Orange;fruit;decilitre;70;a;10;english
Appelsin;Frukt;båt;35;a;10;norwegian
Orange;fruit;section;35;a;10;english
Aprikos;Frukt;brutto;37;c;11;norwegian
Apricots;fruit;brutto;37;c;11;english
Aprikos;Frukt;netto;35;av;11;norwegian
Apricots;fruit;netto;35;av;11;english
Avocado;Frukt;brutto;175;NA;19;norwegian
Avocado;Frukt;brutto;300;a;19;norwegian
Avocado;fruit;brutto;175;NA;19;english
Avocado;fruit;brutto;300;a;19;english
Avocado;Frukt;netto;130;NA;19;norwegian
Avocado;Frukt;netto;220;b;19;norwegian
Avocado;fruit;netto;130;NA;19;english
Avocado;fruit;netto;220;b;19;english
Avocado;Frukt;desiliter biter;60;a;19;norwegian
Avocado;fruit;decilitre pieces;60;a;19;english
Avocado;Frukt;desiliter mos;90;a;19;norwegian
Avocado;fruit;decilitre mashed;90;a;19;english
Banan;Frukt;brutto;180;a;27;norwegian
Banana;fruit;brutto;180;a;27;english
Banan;Frukt;netto;120;b;27;norwegian
Banana;fruit;netto;120;b;27;english
Banan;Frukt;desiliter;75;a;27;norwegian
Banana;fruit;decilitre;75;a;27;english
Carambola, stjernefrukt;Frukt;brutto;90;av;75;norwegian
Carambola, starfruit;fruit;brutto;90;av;75;english
Carambola, stjernefrukt;Frukt;netto;85;b;75;norwegian
Carambola, starfruit;fruit;netto;85;b;75;english
Cherimoya;Frukt;brutto;305;a;78;norwegian
Cherimoya;fruit;brutto;305;a;78;english
Cherimoya;Frukt;netto;210;b;78;norwegian
Cherimoya;fruit;netto;210;b;78;english
Cherimoya;Frukt;desiliter;75;f;78;norwegian
Cherimoya;fruit;decilitre;75;f;78;english
Drue, med stein;Frukt;brutto;6;c;102;norwegian
Grapes, with seeds;fruit;brutto;6;c;102;english
Drue, med stein;Frukt;netto;6;ag;102;norwegian
Grapes, with seeds;fruit;netto;6;ag;102;english
Drue, med stein;Frukt;desiliter;70;ag;102;norwegian
Grapes, with seeds;fruit;decilitre;70;ag;102;english
Drue, uten stein;Frukt;brutto;4;a;103;norwegian
Grapes, without seeds;fruit;brutto;4;a;103;english
Drue, uten stein;Frukt;netto;4;b;103;norwegian
Grapes, without seeds;fruit;netto;4;b;103;english
Drue, uten stein;Frukt;desiliter;70;f;103;norwegian
Grapes, without seeds;fruit;decilitre;70;f;103;english
Eple;Frukt;brutto;100;NA;115;norwegian
Eple;Frukt;brutto;140;NA;115;norwegian
Eple;Frukt;brutto;180;a;115;norwegian
Apple;fruit;brutto;100;NA;115;english
Apple;fruit;brutto;140;NA;115;english
Apple;fruit;brutto;180;a;115;english
Eple;Frukt;netto;90;NA;115;norwegian
Eple;Frukt;netto;125;NA;115;norwegian
Eple;Frukt;netto;165;b;115;norwegian
Apple;fruit;netto;90;NA;115;english
Apple;fruit;netto;125;NA;115;english
Apple;fruit;netto;165;b;115;english
Eple;Frukt;desiliter;50;a;115;norwegian
Apple;fruit;decilitre;50;a;115;english
Fersken;Frukt;brutto;170;c;130;norwegian
Peach;fruit;brutto;170;c;130;english
Fersken;Frukt;netto;150;av;130;norwegian
Peach;fruit;netto;150;av;130;english
Granateple;Frukt;brutto;285;a;180;norwegian
Pomegranate;fruit;brutto;285;a;180;english
Granateple;Frukt;netto;190;b;180;norwegian
Pomegranate;fruit;netto;190;b;180;english
Granateple;Frukt;desiliter;60;a;180;norwegian
Pomegranate;fruit;decilitre;60;a;180;english
Grapefrukt;Frukt;brutto;260;c;181;norwegian
Grapefruit;fruit;brutto;260;c;181;english
Grapefrukt;Frukt;netto;130;av;181;norwegian
Grapefruit;fruit;netto;130;av;181;english
Guava;Frukt;brutto;65;c;196;norwegian
Guava;fruit;brutto;65;c;196;english
Guava;Frukt;netto;55;av;196;norwegian
Guava;fruit;netto;55;av;196;english
Kaktusfiken;Frukt;brutto;105;a;252;norwegian
Prickly pear;fruit;brutto;105;a;252;english
Kaktusfiken;Frukt;netto;80;b;252;norwegian
Prickly pear;fruit;netto;80;b;252;english
Kiwi;Frukt;brutto;100;a;275;norwegian
Kiwi fruit;fruit;brutto;100;a;275;english
Kiwi;Frukt;netto;75;b;275;norwegian
Kiwi fruit;fruit;netto;75;b;275;english
Kiwi;Frukt;skive;15;a;275;norwegian
Kiwi fruit;fruit;slice;15;a;275;english
Kiwi;Frukt;desiliter;65;a;275;norwegian
Kiwi fruit;fruit;decilitre;65;a;275;english
Klementin;Frukt;brutto;80;NA;285;norwegian
Klementin;Frukt;brutto;110;a;285;norwegian
Clementine;fruit;brutto;80;NA;285;english
Clementine;fruit;brutto;110;a;285;english
Klementin;Frukt;netto;60;NA;285;norwegian
Klementin;Frukt;netto;85;b;285;norwegian
Clementine;fruit;netto;60;NA;285;english
Clementine;fruit;netto;85;b;285;english
Kokosnøtt;Frukt;brutto;520;c;300;norwegian
Coconut;fruit;brutto;520;c;300;english
Kokosnøtt;Frukt;netto;270;aq;300;norwegian
Coconut;fruit;netto;270;aq;300;english
Kumquat;Frukt;brutto;20;c;317;norwegian
Kumquat;fruit;brutto;20;c;317;english
Kumquat;Frukt;netto;19;av;317;norwegian
Kumquat;fruit;netto;19;av;317;english
Lime;Frukt;brutto;80;a;348;norwegian
Lime;fruit;brutto;80;a;348;english
Lime;Frukt;netto;65;b;348;norwegian
Lime;fruit;netto;65;b;348;english
Lime;Frukt;båt/skive;10;a;348;norwegian
Lime;fruit;section/slice;10;a;348;english
Litchi;Frukt;brutto;20;a;353;norwegian
Lychee;fruit;brutto;20;a;353;english
Litchi;Frukt;netto;12;b;353;norwegian
Lychee;fruit;netto;12;b;353;english
Mango;Frukt;brutto;470;c;376;norwegian
Mango;fruit;brutto;470;c;376;english
Mango;Frukt;netto;335;av;376;norwegian
Mango;fruit;netto;335;av;376;english
Mango;Frukt;desiliter;70;ag;376;norwegian
Mango;fruit;decilitre;70;ag;376;english
Melon, galia;Frukt;brutto;550;aq;394;norwegian
Melon, galia;fruit;brutto;550;aq;394;english
Melon, galia;Frukt;netto;360;b;394;norwegian
Melon, galia;fruit;netto;360;b;394;english
Melon, galia;Frukt;skive;55;f;394;norwegian
Melon, galia;fruit;slice;55;f;394;english
Melon, galia;Frukt;desiliter;70;f;394;norwegian
Melon, galia;fruit;decilitre;70;f;394;english
Melon, honning;Frukt;brutto;800;aq;395;norwegian
Melon, honeydew;fruit;brutto;800;aq;395;english
Melon, honning;Frukt;netto;370;b;395;norwegian
Melon, honeydew;fruit;netto;370;b;395;english
Melon, honning;Frukt;skive;55;a;395;norwegian
Melon, honeydew;fruit;slice;55;a;395;english
Melon, honning;Frukt;desiliter;70;f;395;norwegian
Melon, honeydew;fruit;decilitre;70;f;395;english
Melon, kantaloupe;Frukt;brutto;550;aq;396;norwegian
Melon, cantaloupe;fruit;brutto;550;aq;396;english
Melon, kantaloupe;Frukt;netto;280;b;396;norwegian
Melon, cantaloupe;fruit;netto;280;b;396;english
Melon, kantaloupe;Frukt;desiliter;70;f;396;norwegian
Melon, cantaloupe;fruit;decilitre;70;f;396;english
Melon, vann;Frukt;brutto;1500;ag;397;norwegian
Melon, water;fruit;brutto;1500;ag;397;english
Melon, vann;Frukt;netto;690;b;397;norwegian
Melon, water;fruit;netto;690;b;397;english
Melon, vann;Frukt;skive;80;a;397;norwegian
Melon, water;fruit;slice;80;a;397;english
Melon, vann;Frukt;desiliter;70;ag;397;norwegian
Melon, water;fruit;decilitre;70;ag;397;english
Nektarin;Frukt;brutto;125;aq;415;norwegian
Nectarine;fruit;brutto;125;aq;415;english
Nektarin;Frukt;netto;115;b;415;norwegian
Nectarine;fruit;netto;115;b;415;english
Nektarin;Frukt;desiliter;75;f;415;norwegian
Nectarine;fruit;decilitre;75;f;415;english
Papaya;Frukt;brutto;400;aq;434;norwegian
Papaya;fruit;brutto;400;aq;434;english
Papaya;Frukt;netto;250;b;434;norwegian
Papaya;fruit;netto;250;b;434;english
Papaya;Frukt;desiliter;60;aq;434;norwegian
Papaya;fruit;decilitre;60;aq;434;english
Pasjonsfrukt;Frukt;brutto;30;c;439;norwegian
Passion fruit;fruit;brutto;30;c;439;english
Pasjonsfrukt;Frukt;netto;18;av;439;norwegian
Passion fruit;fruit;netto;18;av;439;english
Plomme;Frukt;brutto;35;w;463;norwegian
Plomme;Frukt;brutto;55;a;463;norwegian
Plomme;Frukt;brutto;110;a;463;norwegian
Plums;fruit;brutto;35;w;463;english
Plums;fruit;brutto;55;a;463;english
Plums;fruit;brutto;110;a;463;english
Plomme;Frukt;netto;30;NA;463;norwegian
Plomme;Frukt;netto;50;NA;463;norwegian
Plomme;Frukt;netto;105;b;463;norwegian
Plums;fruit;netto;30;NA;463;english
Plums;fruit;netto;50;NA;463;english
Plums;fruit;netto;105;b;463;english
Plomme;Frukt;desiliter;65;a;463;norwegian
Plums;fruit;decilitre;65;a;463;english
Pomelo;Frukt;brutto;815;a;465;norwegian
Pomelo;fruit;brutto;815;a;465;english
Pomelo;Frukt;netto;495;b;465;norwegian
Pomelo;fruit;netto;495;b;465;english
Pomelo;Frukt;båt;20;a;465;norwegian
Pomelo;fruit;section;20;a;465;english
Pomelo;Frukt;desiliter;60;a;465;norwegian
Pomelo;fruit;decilitre;60;a;465;english
Pære;Frukt;brutto;160;NA;486;norwegian
Pære;Frukt;brutto;230;a;486;norwegian
Pear;fruit;brutto;160;NA;486;english
Pear;fruit;brutto;230;a;486;english
Pære;Frukt;netto;145;NA;486;norwegian
Pære;Frukt;netto;205;b;486;norwegian
Pear;fruit;netto;145;NA;486;english
Pear;fruit;netto;205;b;486;english
Pære;Frukt;desiliter;60;a;486;norwegian
Pear;fruit;decilitre;60;a;486;english
Sharon, kakifrukt;Frukt;brutto;155;a;556;norwegian
Persimmon, kaki fruit;fruit;brutto;155;a;556;english
Sharon, kakifrukt;Frukt;netto;125;b;556;norwegian
Persimmon, kaki fruit;fruit;netto;125;b;556;english
Sharon, kakifrukt;Frukt;desiliter;75;a;556;norwegian
Persimmon, kaki fruit;fruit;decilitre;75;a;556;english
Sitron;Frukt;brutto;150;a;562;norwegian
Lemon;fruit;brutto;150;a;562;english
Sitron;Frukt;netto;80;b;562;norwegian
Lemon;fruit;netto;80;b;562;english
Sitron;Frukt;skive;15;a;562;norwegian
Lemon;fruit;slice;15;a;562;english
Aronia, svartsurbær;Bær;dl;55;f;14;norwegian
Black chokeberries;berries;dl;55;f;14;english
Bjørnebær;Bær;dl;55;a;35;norwegian
Blackberries;berries;dl;55;a;35;english
Bjørnebær;Bær;netto;6;a;35;norwegian
Blackberries;berries;netto;6;a;35;english
Blokkebær, mikkelsbær;Bær;dl;55;f;36;norwegian
Bog blueberries;berries;dl;55;f;36;english
Blåbær;Bær;dl;55;a;40;norwegian
Blueberries;berries;dl;55;a;40;english
Bringebær;Bær;dl;50;a;48;norwegian
Raspberries;berries;dl;50;a;48;english
Bringebær;Bær;netto;5;a;48;norwegian
Raspberries;berries;netto;5;a;48;english
Hyllebær;Bær;dl;55;f;233;norwegian
Elderberries;berries;dl;55;f;233;english
Jordbær;Bær;dl;60;a;245;norwegian
Strawberries;berries;dl;60;a;245;english
Jordbær;Bær;brutto;10;NA;245;norwegian
Jordbær;Bær;brutto;20;NA;245;norwegian
Jordbær;Bær;brutto;30;c;245;norwegian
Strawberries;berries;brutto;10;NA;245;english
Strawberries;berries;brutto;20;NA;245;english
Strawberries;berries;brutto;30;c;245;english
Jordbær;Bær;netto;10;NA;245;norwegian
Jordbær;Bær;netto;20;NA;245;norwegian
Jordbær;Bær;netto;30;a;245;norwegian
Strawberries;berries;netto;10;NA;245;english
Strawberries;berries;netto;20;NA;245;english
Strawberries;berries;netto;30;a;245;english
Kirsebær;Bær;dl;60;ag;274;norwegian
Cherries;berries;dl;60;ag;274;english
Kirsebær;Bær;brutto;8;am;274;norwegian
Cherries;berries;brutto;8;am;274;english
Kirsebær;Bær;netto;7;b;274;norwegian
Cherries;berries;netto;7;b;274;english
Molter;Bær;dl;50;ag;399;norwegian
Cloudberries;berries;dl;50;ag;399;english
Molter;Bær;netto;3;m;399;norwegian
Cloudberries;berries;netto;3;m;399;english
Moreller;Bær;dl;60;ag;400;norwegian
Cherries, sweet;berries;dl;60;ag;400;english
Moreller;Bær;brutto;10;q;400;norwegian
Cherries, sweet;berries;brutto;10;q;400;english
Moreller;Bær;netto;9;b;400;norwegian
Cherries, sweet;berries;netto;9;b;400;english
Nype;Bær;dl;60;m;422;norwegian
Rosehip;berries;dl;60;m;422;english
Physalis;Bær;dl;60;a;457;norwegian
Cape gooseberries;berries;dl;60;a;457;english
Physalis;Bær;brutto;4,8;a;457;norwegian
Cape gooseberries;berries;brutto;4,8;a;457;english
Physalis;Bær;netto;4,5;b;457;norwegian
Cape gooseberries;berries;netto;4,5;b;457;english
Rips;Bær;dl;50;ag;503;norwegian
Redcurrants;berries;dl;50;ag;503;english
Rips;Bær;netto;0,7;am;503;norwegian
Redcurrants;berries;netto;0,7;am;503;english
Rognebær;Bær;dl;55;f;514;norwegian
Rowan-berries;berries;dl;55;f;514;english
Solbær;Bær;dl;50;ag;583;norwegian
Blackcurrants;berries;dl;50;ag;583;english
Stikkelsbær;Bær;dl;60;ag;607;norwegian
Gooseberries;berries;dl;60;ag;607;english
Stikkelsbær;Bær;brutto;3;c;607;norwegian
Gooseberries;berries;brutto;3;c;607;english
Stikkelsbær;Bær;netto;3;al;607;norwegian
Gooseberries;berries;netto;3;al;607;english
Tranebær;Bær;dl;55;f;650;norwegian
Cranberries;berries;dl;55;f;650;english
Tyttebær;Bær;dl;55;a;653;norwegian
Lingonberries, cowberries;berries;dl;55;a;653;english
Ananas, hermetisk;Produkter av frukt og bær;dl;105;ag;5;norwegian
Pineapple, canned;Fruit and berry products;dl;105;ag;5;english
Ananas, hermetisk;Produkter av frukt og bær;ring;40;ag;5;norwegian
Pineapple, canned;Fruit and berry products;ring;40;ag;5;english
Aprikos, hermetisk;Produkter av frukt og bær;dl;105;ag;12;norwegian
Apricots, canned;Fruit and berry products;dl;105;ag;12;english
Aprikos, hermetisk;Produkter av frukt og bær;stk;40;ag;12;norwegian
Apricots, canned;Fruit and berry products;one piece;40;ag;12;english
Aprikos, tørket;Produkter av frukt og bær;dl;50;al;13;norwegian
Apricots, dried;Fruit and berry products;dl;50;al;13;english
Aprikos, tørket;Produkter av frukt og bær;stk;7;al;13;norwegian
Apricots, dried;Fruit and berry products;one;7;al;13;english
Daddel, tørket;Produkter av frukt og bær;stk;8;ag;91;norwegian
Daddel, tørket;Produkter av frukt og bær;stk;19;m;91;norwegian
Dates, dried;Fruit and berry products;one;8;ag;91;english
Dates, dried;Fruit and berry products;one;19;m;91;english
Eple, tørket;Produkter av frukt og bær;dl;25;ag;116;norwegian
Apple, dried;Fruit and berry products;dl;25;ag;116;english
Eple, tørket;Produkter av frukt og bær;ring;5;ag;116;norwegian
Apple, dried;Fruit and berry products;ring;5;ag;116;english
Fersken, hermetisk;Produkter av frukt og bær;dl;105;ag;131;norwegian
Peach, canned;Fruit and berry products;dl;105;ag;131;english
Fersken, hermetisk;Produkter av frukt og bær;stk;90;ag;131;norwegian
Peach, canned;Fruit and berry products;a piece;90;ag;131;english
Fiken, tørket;Produkter av frukt og bær;dl;80;ag;135;norwegian
Figs, dried;Fruit and berry products;dl;80;ag;135;english
Fiken, tørket;Produkter av frukt og bær;stk;20;ag;135;norwegian
Figs, dried;Fruit and berry products;one;20;ag;135;english
Fruktcocktail, hermetisk;Produkter av frukt og bær;dl;110;ag;157;norwegian
Fruit coctail, canned;Fruit and berry products;dl;110;ag;157;english
Plomme, hermetisk;Produkter av frukt og bær;dl;120;ag;464;norwegian
Plums, canned;Fruit and berry products;dl;120;ag;464;english
Plomme, hermetisk;Produkter av frukt og bær;stk;15;ag;464;norwegian
Plums, canned;Fruit and berry products;one;15;ag;464;english
Pære, hermetisk;Produkter av frukt og bær;dl;105;ag;487;norwegian
Pear, canned;Fruit and berry products;dl;105;ag;487;english
Pære, hermetisk;Produkter av frukt og bær;stk;90;ag;487;norwegian
Pear, canned;Fruit and berry products;a piece;90;ag;487;english
Rosiner;Produkter av frukt og bær;dl;60;a;520;norwegian
Raisins;Fruit and berry products;dl;60;a;520;english
Svisker;Produkter av frukt og bær;dl;75;ag;623;norwegian
Prunes;Fruit and berry products;dl;75;ag;623;english
Svisker;Produkter av frukt og bær;stk;8;ag;623;norwegian
Prunes;Fruit and berry products;one;8;ag;623;english
Syltetøy, marmelade;Produkter av frukt og bær;dl;115;a;625;norwegian
Jam, marmalade;Fruit and berry products;dl;115;a;625;english
Syltetøy, marmelade;Produkter av frukt og bær;porsjon;20;ģ;625;norwegian
Jam, marmalade;Fruit and berry products;portion;20;ģ;625;english
Syltetøy, marmelade;Produkter av frukt og bær;spiseskje;16;a;625;norwegian
Jam, marmalade;Fruit and berry products;tablespoon;16;a;625;english
Honning;Sukker søtt pålegg;dl;140;ag;216;norwegian
Honey;Sugar sweet spreads;dl;140;ag;216;english
Honning;Sukker søtt pålegg;ms;22;a;216;norwegian
Honey;Sugar sweet spreads;ms;22;a;216;english
Honning;Sukker søtt pålegg;tbsp;22;a;216;norwegian
Honey;Sugar sweet spreads;tbsp;22;a;216;english
Honning;Sukker søtt pålegg;tsp;11;a;216;norwegian
Honey;Sugar sweet spreads;tsp;11;a;216;english
Honning;Sukker søtt pålegg;til en brødskive;15;ģ;216;norwegian
Honey;Sugar sweet spreads;for a slice of bread;15;ģ;216;english
Melis;Sukker søtt pålegg;dl;55;a;387;norwegian
Icing sugar;Sugar sweet spreads;dl;55;a;387;english
Melis;Sukker søtt pålegg;ms;9;a;387;norwegian
Icing sugar;Sugar sweet spreads;ms;9;a;387;english
Melis;Sukker søtt pålegg;tbsp;8;a;387;norwegian
Icing sugar;Sugar sweet spreads;tbsp;8;a;387;english
Melis;Sukker søtt pålegg;tsp;4;a;387;norwegian
Icing sugar;Sugar sweet spreads;tsp;4;a;387;english
Sirup;Sukker søtt pålegg;dl;140;ag;561;norwegian
Syrup;Sugar sweet spreads;dl;140;ag;561;english
Sirup;Sukker søtt pålegg;ms;19;a;561;norwegian
Syrup;Sugar sweet spreads;ms;19;a;561;english
Sirup;Sukker søtt pålegg;tbsp;16;a;561;norwegian
Syrup;Sugar sweet spreads;tbsp;16;a;561;english
Sirup;Sukker søtt pålegg;tsp;7,5;a;561;norwegian
Syrup;Sugar sweet spreads;tsp;7,5;a;561;english
Sjokoladepålegg, nøttepålegg;Sukker søtt pålegg;til en brødskive;15;ģ;569;norwegian
Chocolate spread, nut spread;Sugar sweet spreads;for a slice of bread;15;ģ;569;english
Sukker, brunt;Sukker søtt pålegg;dl;70;a;612;norwegian
Sugar, brown;Sugar sweet spreads;dl;70;a;612;english
Sukker, brunt;Sukker søtt pålegg;ms;10;a;612;norwegian
Sugar, brown;Sugar sweet spreads;ms;10;a;612;english
Sukker, brunt;Sukker søtt pålegg;tbsp;10;a;612;norwegian
Sugar, brown;Sugar sweet spreads;tbsp;10;a;612;english
Sukker, brunt;Sukker søtt pålegg;tsp;5,5;a;612;norwegian
Sugar, brown;Sugar sweet spreads;tsp;5,5;a;612;english
Sukker, hvitt;Sukker søtt pålegg;dl;90;a;613;norwegian
Sugar, white;Sugar sweet spreads;dl;90;a;613;english
Sukker, hvitt;Sukker søtt pålegg;ms;14;a;613;norwegian
Sugar, white;Sugar sweet spreads;ms;14;a;613;english
Sukker, hvitt;Sukker søtt pålegg;tbsp;13;a;613;norwegian
Sugar, white;Sugar sweet spreads;tbsp;13;a;613;english
Sukker, hvitt;Sukker søtt pålegg;tsp;5;a;613;norwegian
Sugar, white;Sugar sweet spreads;tsp;5;a;613;english
Sukker, hvitt;Sukker søtt pålegg;sukkerbit;2;ag;613;norwegian
Sugar, white;Sugar sweet spreads;sugar cube;2;ag;613;english
Vaniljesukker;Sukker søtt pålegg;ms;9;a;660;norwegian
Vanilla sugar;Sugar sweet spreads;ms;9;a;660;english
Vaniljesukker;Sukker søtt pålegg;tbsp;9;a;660;norwegian
Vanilla sugar;Sugar sweet spreads;tbsp;9;a;660;english
Vaniljesukker;Sukker søtt pålegg;tsp;4,5;a;660;norwegian
Vanilla sugar;Sugar sweet spreads;tsp;4,5;a;660;english
Drops;Sjokolade snacks;stk;3;ag;100;norwegian
Drops, sweets;Chocolate candy;one;3;ag;100;english
Drops, fylt;Sjokolade snacks;stk;5;ag;101;norwegian
Drops, filled;Chocolate candy;one;5;ag;101;english
Geléfrukter, type Seigmenn;Sjokolade snacks;stk;5;ag;168;norwegian
Fruit jellies;Chocolate candy;one;5;ag;168;english
Hvit sjokolade;Sjokolade snacks;rute;4;NA;228;norwegian
Hvit sjokolade;Sjokolade snacks;rute;8;f;228;norwegian
White chocolate;Chocolate candy;square;4;NA;228;english
White chocolate;Chocolate candy;square;8;f;228;english
Karamell;Sjokolade snacks;stk;5;NA;263;norwegian
Karamell;Sjokolade snacks;stk;15;a;263;norwegian
Caramels;Chocolate candy;one;5;NA;263;english
Caramels;Chocolate candy;one;15;a;263;english
Karamell, med sjokoladetrekk;Sjokolade snacks;stk;6;NA;264;norwegian
Karamell, med sjokoladetrekk;Sjokolade snacks;stk;12;a;264;norwegian
Caramels, chocolate covered;Chocolate candy;one;6;NA;264;english
Caramels, chocolate covered;Chocolate candy;one;12;a;264;english
Kokesjokolade;Sjokolade snacks;rute;4;o;295;norwegian
Cooking chocolate;Chocolate candy;square;4;o;295;english
Kokesjokolade;Sjokolade snacks;plate;100;u;295;norwegian
Cooking chocolate;Chocolate candy;bar;100;u;295;english
Kokosbolle;Sjokolade snacks;stk;30;NA;296;norwegian
Kokosbolle;Sjokolade snacks;stk;75;a.u;296;norwegian
Snowball;Chocolate candy;one;30;NA;296;english
Snowball;Chocolate candy;one;75;a.u;296;english
Konfekt;Sjokolade snacks;stk;5;NA;302;norwegian
Konfekt;Sjokolade snacks;stk;15;u.ag;302;norwegian
Chocolates, filled;Chocolate candy;one;5;NA;302;english
Chocolates, filled;Chocolate candy;one;15;u.ag;302;english
Lakris;Sjokolade snacks;stk;5;NA;337;norwegian
Lakris;Sjokolade snacks;stk;15;NA;337;norwegian
Lakris;Sjokolade snacks;stk;20;a.n,o;337;norwegian
Liquorice;Chocolate candy;one;5;NA;337;english
Liquorice;Chocolate candy;one;15;NA;337;english
Liquorice;Chocolate candy;one;20;a.n,o;337;english
Lakriskonfekt;Sjokolade snacks;stk;3;NA;338;norwegian
Lakriskonfekt;Sjokolade snacks;stk;20;m.u;338;norwegian
Liquorice sweets;Chocolate candy;one;3;NA;338;english
Liquorice sweets;Chocolate candy;one;20;m.u;338;english
Marsipan;Sjokolade snacks;bit;10;a;380;norwegian
Marzipan;Chocolate candy;piece;10;a;380;english
Marsipan;Sjokolade snacks;gris;65;NA;380;norwegian
Marsipan;Sjokolade snacks;gris;200;u;380;norwegian
Marzipan;Chocolate candy;pig;65;NA;380;english
Marzipan;Chocolate candy;pig;200;u;380;english
Marsipan;Sjokolade snacks;skive à 0,5 cm;20;a;380;norwegian
Marzipan;Chocolate candy;slice of 0.5 cm;20;a;380;english
Marsipanbrød;Sjokolade snacks;stk;25;NA;381;norwegian
Marsipanbrød;Sjokolade snacks;stk;40;NA;381;norwegian
Marsipanbrød;Sjokolade snacks;stk;65;u;381;norwegian
Marzipan bar;Chocolate candy;one;25;NA;381;english
Marzipan bar;Chocolate candy;one;40;NA;381;english
Marzipan bar;Chocolate candy;one;65;u;381;english
Melkesjokolade;Sjokolade snacks;rute;4;NA;391;norwegian
Melkesjokolade;Sjokolade snacks;rute;8;m;391;norwegian
Milk chocolate;Chocolate candy;square;4;NA;391;english
Milk chocolate;Chocolate candy;square;8;m;391;english
Melkesjokolade, porøs;Sjokolade snacks;bit;3;NA;392;norwegian
Melkesjokolade, porøs;Sjokolade snacks;bit;45;u;392;norwegian
Milk chocolate, aerated;Chocolate candy;bar;3;NA;392;english
Milk chocolate, aerated;Chocolate candy;bar;45;u;392;english
Mørk sjokolade;Sjokolade snacks;rute;4;NA;411;norwegian
Mørk sjokolade;Sjokolade snacks;rute;8;m;411;norwegian
Dark chocolate;Chocolate candy;square;4;NA;411;english
Dark chocolate;Chocolate candy;square;8;m;411;english
Pastiller;Sjokolade snacks;stk;1;m;443;norwegian
Pastilles;Chocolate candy;one;1;m;443;english
